"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","block","last_risk","experiment","PANAS_positive","PANAS_negative","draw_left","draw_right","draw_total","draw_risk"
"1:163",63,"first_win","978",FALSE,"right",0.5,"1","first_time",0.7125,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:164",64,"first_win","288",FALSE,"right",0.5,"1","first_time",0.725,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:165",65,"first_win","2117",TRUE,"left",0,"3","first_time",0.725,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:166",66,"first_win","363",TRUE,"left",1,"3","first_time",0.75,"cd10","General","Hospital",20,"F",0,0.3,55,4,0,"Gain",20,30,4,7,9,4
"1:167",67,"first_win","409",FALSE,"right",0.5,"1","first_time",0.7625,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:168",68,"first_win","314",FALSE,"right",0.5,"1","first_time",0.775,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:169",69,"first_win","535",FALSE,"right",0.5,"1","first_time",0.7875,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:170",70,"first_win","365",FALSE,"right",0.5,"1","first_time",0.8,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:171",71,"first_win","739",FALSE,"right",0.5,"1","first_time",0.8125,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:172",72,"first_win","278",FALSE,"right",0.5,"1","first_time",0.825,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:173",73,"first_win","691",FALSE,"right",0.5,"1","first_time",0.8375,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:174",74,"first_win","531",FALSE,"right",0.5,"1","first_time",0.85,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:175",75,"first_win","814",FALSE,"right",0.5,"1","first_time",0.8625,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:176",76,"first_win","319",FALSE,"right",0.5,"1","first_time",0.875,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:177",77,"first_win","375",FALSE,"right",0.5,"1","first_time",0.8875,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:178",78,"first_win","396",FALSE,"right",0.5,"1","first_time",0.9,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:179",79,"first_win","270",FALSE,"right",0.5,"1","first_time",0.9125,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:180",80,"first_win","312",FALSE,"right",0.5,"1","first_time",0.925,"cd10","General","Hospital",20,"F",0,0.3,55,4,1,"Gain",20,30,4,7,9,4
"1:181",81,"first_win","655",TRUE,"left",1,"3","first_time",0.95,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:182",82,"first_win","421",FALSE,"right",0.5,"1","first_time",0.9625,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:183",83,"first_win","427",FALSE,"right",0.5,"1","first_time",0.975,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:184",84,"first_win","512",FALSE,"right",0.5,"1","first_time",0.9875,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:185",85,"first_win","326",FALSE,"right",0.5,"1","first_time",1,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:186",86,"first_win","350",FALSE,"right",0.5,"1","first_time",1.0125,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:187",87,"first_win","596",TRUE,"left",1,"3","first_time",1.0375,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:188",88,"first_win","343",FALSE,"right",0.5,"1","first_time",1.05,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:189",89,"first_win","316",FALSE,"right",0.5,"1","first_time",1.0625,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:190",90,"first_win","395",FALSE,"right",0.5,"1","first_time",1.075,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:191",91,"first_win","311",FALSE,"right",0.5,"1","first_time",1.0875,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:192",92,"first_win","316",FALSE,"right",0.5,"1","first_time",1.1,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:193",93,"first_win","596",TRUE,"left",0,"3","first_time",1.1,"cd10","General","Hospital",20,"F",0,0.3,55,5,1,"Gain",20,30,4,7,9,4
"1:194",94,"first_win","483",TRUE,"left",0,"3","first_time",1.1,"cd10","General","Hospital",20,"F",0,0.3,55,5,0,"Gain",20,30,4,7,9,4
"1:195",95,"first_win","863",TRUE,"left",0,"3","first_time",1.1,"cd10","General","Hospital",20,"F",0,0.3,55,5,0,"Gain",20,30,4,7,9,4
"1:196",96,"first_win","428",TRUE,"left",0,"3","first_time",1.1,"cd10","General","Hospital",20,"F",0,0.3,55,5,0,"Gain",20,30,4,7,9,4
"1:197",97,"first_win","302",FALSE,"right",0.5,"1","first_time",1.1125,"cd10","General","Hospital",20,"F",0,0.3,55,5,0,"Gain",20,30,4,7,9,4
"1:198",98,"first_win","364",FALSE,"right",0.5,"1","first_time",1.125,"cd10","General","Hospital",20,"F",0,0.3,55,5,0,"Gain",20,30,4,7,9,4
"1:199",99,"first_win","744",FALSE,"right",0.5,"1","first_time",1.1375,"cd10","General","Hospital",20,"F",0,0.3,55,5,0,"Gain",20,30,4,7,9,4
"1:200",100,"first_win","219",FALSE,"right",0.5,"1","first_time",1.15,"cd10","General","Hospital",20,"F",0,0.3,55,5,0,"Gain",20,30,4,7,9,4
"1:201",1,"first_win","-1",NA,NA,-1,NA,"first_time",0,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:202",2,"first_win","800",FALSE,"left",0.5,"3","first_time",0.0125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:203",3,"first_win","2069",FALSE,"left",0.5,"3","first_time",0.025,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:204",4,"first_win","2108",FALSE,"left",0.5,"3","first_time",0.0375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:205",5,"first_win","1912",FALSE,"left",0.5,"3","first_time",0.05,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:206",6,"first_win","2490",FALSE,"left",0.5,"3","first_time",0.0625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:207",7,"first_win","1722",FALSE,"left",0.5,"3","first_time",0.075,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:208",8,"first_win","1609",FALSE,"left",0.5,"3","first_time",0.0875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:209",9,"first_win","1842",FALSE,"left",0.5,"3","first_time",0.1,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:210",10,"first_win","1731",FALSE,"left",0.5,"3","first_time",0.1125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:211",11,"first_win","2963",FALSE,"left",0.5,"3","first_time",0.125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:212",12,"first_win","1950",FALSE,"left",0.5,"3","first_time",0.1375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:213",13,"first_win","1111",FALSE,"left",0.5,"3","first_time",0.15,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:214",14,"first_win","985",FALSE,"left",0.5,"3","first_time",0.1625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:215",15,"first_win","1753",FALSE,"left",0.5,"3","first_time",0.175,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:216",16,"first_win","1983",TRUE,"right",1,"2","first_time",0.2,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,NA,"Gain",29,20,4.5,4.5,7,4.5
"1:217",17,"first_win","2647",TRUE,"right",0,"2","first_time",0.2,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,1,"Gain",29,20,4.5,4.5,7,4.5
"1:218",18,"first_win","700",FALSE,"left",0.5,"3","first_time",0.2125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,0,"Gain",29,20,4.5,4.5,7,4.5
"1:219",19,"first_win","345",FALSE,"left",0.5,"3","first_time",0.225,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,0,"Gain",29,20,4.5,4.5,7,4.5
"1:220",20,"first_win","484",FALSE,"left",0.5,"3","first_time",0.2375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,1,0,"Gain",29,20,4.5,4.5,7,4.5
"1:221",21,"first_win","335",FALSE,"left",0.5,"3","first_time",0.25,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:222",22,"first_win","370",FALSE,"left",0.5,"3","first_time",0.2625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:223",23,"first_win","318",FALSE,"left",0.5,"3","first_time",0.275,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:224",24,"first_win","397",FALSE,"left",0.5,"3","first_time",0.2875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:225",25,"first_win","350",FALSE,"left",0.5,"3","first_time",0.3,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:226",26,"first_win","314",FALSE,"left",0.5,"3","first_time",0.3125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:227",27,"first_win","320",FALSE,"left",0.5,"3","first_time",0.325,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:228",28,"first_win","364",FALSE,"left",0.5,"3","first_time",0.3375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:229",29,"first_win","386",FALSE,"left",0.5,"3","first_time",0.35,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:230",30,"first_win","329",FALSE,"left",0.5,"3","first_time",0.3625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:231",31,"first_win","360",FALSE,"left",0.5,"3","first_time",0.375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:232",32,"first_win","374",FALSE,"left",0.5,"3","first_time",0.3875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:233",33,"first_win","200",FALSE,"left",0.5,"3","first_time",0.4,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:234",34,"first_win","338",FALSE,"left",0.5,"3","first_time",0.4125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:235",35,"first_win","655",TRUE,"right",1,"2","first_time",0.4375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,0,"Gain",29,20,4.5,4.5,7,4.5
"1:236",36,"first_win","444",FALSE,"left",0.5,"3","first_time",0.45,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,1,"Gain",29,20,4.5,4.5,7,4.5
"1:237",37,"first_win","407",FALSE,"left",0.5,"3","first_time",0.4625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,1,"Gain",29,20,4.5,4.5,7,4.5
"1:238",38,"first_win","363",FALSE,"left",0.5,"3","first_time",0.475,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,1,"Gain",29,20,4.5,4.5,7,4.5
"1:239",39,"first_win","381",FALSE,"left",0.5,"3","first_time",0.4875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,1,"Gain",29,20,4.5,4.5,7,4.5
"1:240",40,"first_win","318",FALSE,"left",0.5,"3","first_time",0.5,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,2,1,"Gain",29,20,4.5,4.5,7,4.5
"1:241",41,"first_win","294",FALSE,"left",0.5,"3","first_time",0.5125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:242",42,"first_win","294",FALSE,"left",0.5,"3","first_time",0.525,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:243",43,"first_win","325",FALSE,"left",0.5,"3","first_time",0.5375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:244",44,"first_win","295",FALSE,"left",0.5,"3","first_time",0.55,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:245",45,"first_win","298",FALSE,"left",0.5,"3","first_time",0.5625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:246",46,"first_win","357",FALSE,"left",0.5,"3","first_time",0.575,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:247",47,"first_win","335",FALSE,"left",0.5,"3","first_time",0.5875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:248",48,"first_win","481",FALSE,"left",0.5,"3","first_time",0.6,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:249",49,"first_win","628",FALSE,"left",0.5,"3","first_time",0.6125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:250",50,"first_win","440",TRUE,"right",0,"2","first_time",0.6125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,1,"Gain",29,20,4.5,4.5,7,4.5
"1:251",51,"first_win","474",FALSE,"left",0.5,"3","first_time",0.625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:252",52,"first_win","406",FALSE,"left",0.5,"3","first_time",0.6375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:253",53,"first_win","339",FALSE,"left",0.5,"3","first_time",0.65,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:254",54,"first_win","378",FALSE,"left",0.5,"3","first_time",0.6625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:255",55,"first_win","361",FALSE,"left",0.5,"3","first_time",0.675,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:256",56,"first_win","291",FALSE,"left",0.5,"3","first_time",0.6875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:257",57,"first_win","381",FALSE,"left",0.5,"3","first_time",0.7,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:258",58,"first_win","295",FALSE,"left",0.5,"3","first_time",0.7125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:259",59,"first_win","79",FALSE,"left",0.5,"3","first_time",0.725,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:260",60,"first_win","339",FALSE,"left",0.5,"3","first_time",0.7375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,3,0,"Gain",29,20,4.5,4.5,7,4.5
"1:261",61,"first_win","389",FALSE,"left",0.5,"3","first_time",0.75,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:262",62,"first_win","329",FALSE,"left",0.5,"3","first_time",0.7625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:263",63,"first_win","339",FALSE,"left",0.5,"3","first_time",0.775,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:264",64,"first_win","356",FALSE,"left",0.5,"3","first_time",0.7875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:265",65,"first_win","326",FALSE,"left",0.5,"3","first_time",0.8,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:266",66,"first_win","377",FALSE,"left",0.5,"3","first_time",0.8125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:267",67,"first_win","329",FALSE,"left",0.5,"3","first_time",0.825,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:268",68,"first_win","268",FALSE,"left",0.5,"3","first_time",0.8375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:269",69,"first_win","303",FALSE,"left",0.5,"3","first_time",0.85,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:270",70,"first_win","193",FALSE,"left",0.5,"3","first_time",0.8625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:271",71,"first_win","363",FALSE,"left",0.5,"3","first_time",0.875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:272",72,"first_win","260",FALSE,"left",0.5,"3","first_time",0.8875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:273",73,"first_win","256",FALSE,"left",0.5,"3","first_time",0.9,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:274",74,"first_win","67",FALSE,"left",0.5,"3","first_time",0.9125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:275",75,"first_win","298",TRUE,"right",1,"2","first_time",0.9375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:276",76,"first_win","1173",TRUE,"right",1,"2","first_time",0.9625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,1,"Gain",29,20,4.5,4.5,7,4.5
"1:277",77,"first_win","950",TRUE,"right",0,"2","first_time",0.9625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,1,"Gain",29,20,4.5,4.5,7,4.5
"1:278",78,"first_win","329",FALSE,"left",0.5,"3","first_time",0.975,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:279",79,"first_win","237",FALSE,"left",0.5,"3","first_time",0.9875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:280",80,"first_win","280",FALSE,"left",0.5,"3","first_time",1,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,4,0,"Gain",29,20,4.5,4.5,7,4.5
"1:281",81,"first_win","336",FALSE,"left",0.5,"3","first_time",1.0125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:282",82,"first_win","427",FALSE,"left",0.5,"3","first_time",1.025,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:283",83,"first_win","307",FALSE,"left",0.5,"3","first_time",1.0375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:284",84,"first_win","343",FALSE,"left",0.5,"3","first_time",1.05,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:285",85,"first_win","298",FALSE,"left",0.5,"3","first_time",1.0625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:286",86,"first_win","315",FALSE,"left",0.5,"3","first_time",1.075,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:287",87,"first_win","284",FALSE,"left",0.5,"3","first_time",1.0875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:288",88,"first_win","209",FALSE,"left",0.5,"3","first_time",1.1,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:289",89,"first_win","941",FALSE,"left",0.5,"3","first_time",1.1125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:290",90,"first_win","833",FALSE,"left",0.5,"3","first_time",1.125,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:291",91,"first_win","403",FALSE,"left",0.5,"3","first_time",1.1375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:292",92,"first_win","430",TRUE,"right",1,"2","first_time",1.1625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,0,"Gain",29,20,4.5,4.5,7,4.5
"1:293",93,"first_win","354",FALSE,"left",0.5,"3","first_time",1.175,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,1,"Gain",29,20,4.5,4.5,7,4.5
"1:294",94,"first_win","320",FALSE,"left",0.5,"3","first_time",1.1875,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,1,"Gain",29,20,4.5,4.5,7,4.5
"1:295",95,"first_win","280",FALSE,"left",0.5,"3","first_time",1.2,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,1,"Gain",29,20,4.5,4.5,7,4.5
"1:296",96,"first_win","938",TRUE,"right",1,"2","first_time",1.225,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,1,"Gain",29,20,4.5,4.5,7,4.5
"1:297",97,"first_win","284",FALSE,"left",0.5,"3","first_time",1.2375,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,1,"Gain",29,20,4.5,4.5,7,4.5
"1:298",98,"first_win","172",FALSE,"left",0.5,"3","first_time",1.25,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,1,"Gain",29,20,4.5,4.5,7,4.5
"1:299",99,"first_win","0",FALSE,"left",0.5,"3","first_time",1.2625,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,1,"Gain",29,20,4.5,4.5,7,4.5
"1:300",100,"first_win","383",FALSE,"left",0.5,"3","first_time",1.275,"cd11","General","Hospital",22,"F",2.5,0.0909090909090909,50,5,1,"Gain",29,20,4.5,4.5,7,4.5
"1:301",1,"first_win","1432",FALSE,"right",0.5,"1","first_time",0.0125,"cd12","Episodic","Restaurant",24,"M",2.5,0.61,40,1,NA,"Gain",30,16,5,6,9,5
"1:302",2,"first_win","1338",FALSE,"right",0.5,"1","first_time",0.025,"cd12","Episodic","Restaurant",24,"M",2.5,0.61,40,1,NA,"Gain",30,16,5,6,9,5
"1:303",3,"first_win","677",TRUE,"left",1,"4","first_time",0.05,"cd12","Episodic","Restaurant",24,"M",2.5,0.61,40,1,NA,"Gain",30,16,5,6,9,5
"1:304",4,"first_win","1020",FALSE,"right",0.5,"1","first_time",0.0625,"cd12","Episodic","Restaurant",24,"M",2.5,0.61,40,1,1,"Gain",30,16,5,6,9,5
"1:305",5,"first_win","723",FALSE,"right",0.5,"1","first_time",0.075,"cd12","Episodic","Restaurant",24,"M",2.5,0.61,40,1,1,"Gain",30,16,5,6,9,5
"1:306",6,"first_win","316",TRUE,"left",0,"4","first_time",0.075,"cd12","Episodic","Restaurant",24,"M",2.5,0.61,40,1,1,"Gain",30,16,5,6,9,5
"1:307",7,"first_win","876",FALSE,"right",0.5,"1","first_time",0.0875,"cd12","Episodic","Restaurant",24,"M",2.5,0.61,40,1,0,"Gain",30,16,5,6,9,5
